D2, TICKS, ALPHA, EGS, ACCURACY, PROBLEM, CHOICE
3/2, 15, 2/5, 1/5, 1, 21.02, 1.1350002
3/2, 15, 2/5, 1/5, 0, 29.883, 1.085001
3/2, 15, 2/5, 1/5, 0, 19.948, 1.1350002
3/2, 15, 2/5, 1/5, 0, 19.969, 1.1350002
3/2, 15, 2/5, 1/5, 0, 23.072, 1.0849991
3/2, 15, 2/5, 1/5, 1, 30.531, 1.085001
3/2, 15, 2/5, 1/5, 0, 27.936, 1.0849991
3/2, 15, 2/5, 1/5, 1, 15.915, 1.0849991
3/2, 15, 2/5, 1/5, 1, 25.799, 1.1350002
3/2, 15, 2/5, 1/5, 1, 18.266, 1.0849991
3/2, 15, 2/5, 1/5, 0, 18.135, 1.1350002
3/2, 15, 2/5, 1/5, 0, 26.575, 1.1349983
3/2, 15, 2/5, 1/5, 1, 22.16, 1.1350002
3/2, 15, 2/5, 1/5, 1, 24.517, 1.1350002
3/2, 15, 2/5, 1/5, 0, 23.378, 1.1350002
3/2, 15, 2/5, 1/5, 0, 21.523, 1.1350002
3/2, 15, 2/5, 1/5, 0, 21.105, 1.1350002
3/2, 15, 2/5, 3/10, 0, 30.261, 1.085001
3/2, 15, 2/5, 3/10, 1, 18.435, 1.1350002
3/2, 15, 2/5, 3/10, 0, 25.131, 1.1350002
3/2, 15, 2/5, 3/10, 1, 20.777, 1.1350002
3/2, 15, 2/5, 3/10, 0, 22.875, 1.1350002
3/2, 15, 2/5, 3/10, 0, 17.85, 1.0849991
3/2, 15, 2/5, 3/10, 0, 19.155, 1.0849991
3/2, 15, 2/5, 3/10, 1, 28.686, 1.0849991
3/2, 15, 2/5, 3/10, 0, 19.985, 1.1350002
3/2, 15, 2/5, 3/10, 1, 17.317, 1.085001
3/2, 15, 2/5, 3/10, 1, 23.504, 1.085001
3/2, 15, 2/5, 3/10, 1, 27.012, 1.1350002
3/2, 15, 2/5, 3/10, 1, 23.697, 1.1350002
3/2, 15, 2/5, 3/10, 0, 20.331, 1.085001
3/2, 15, 2/5, 3/10, 1, 21.403, 1.1350002
3/2, 15, 2/5, 3/10, 1, 22.631, 1.1350002
3/2, 15, 2/5, 3/10, 1, 22.299, 1.085001
3/2, 15, 2/5, 3/10, 1, 21.175, 1.1350002
3/2, 15, 2/5, 3/10, 0, 23.708, 1.1350002
3/2, 15, 2/5, 3/10, 0, 19.769, 1.1350002
3/2, 15, 2/5, 2/5, 0, 20.423, 1.0849991
3/2, 15, 2/5, 2/5, 0, 21.263, 1.0849991
3/2, 15, 2/5, 2/5, 1, 18.435, 1.1350002
3/2, 15, 2/5, 2/5, 1, 24.799, 1.085001
3/2, 15, 2/5, 2/5, 1, 25.257, 1.0849991
3/2, 15, 2/5, 2/5, 0, 23.323, 1.085001
3/2, 15, 2/5, 2/5, 0, 23.275, 1.1350002
3/2, 15, 2/5, 2/5, 0, 18.305, 1.1350002
3/2, 15, 2/5, 2/5, 1, 21.494, 1.1350002
3/2, 15, 2/5, 2/5, 1, 23.071, 1.085001
3/2, 15, 2/5, 2/5, 0, 23.297, 1.1349983
3/2, 15, 2/5, 2/5, 0, 21.213, 1.1350002
3/2, 15, 2/5, 2/5, 0, 23.953, 1.1350002
3/2, 15, 2/5, 2/5, 1, 27.42, 1.1350002
3/2, 15, 2/5, 2/5, 1, 21.444, 1.0849991
3/2, 15, 2/5, 2/5, 1, 20.828, 1.1350002
3/2, 15, 2/5, 2/5, 1, 23.246, 1.1350002
3/2, 15, 2/5, 2/5, 1, 18.746, 1.1350002
3/2, 15, 2/5, 2/5, 1, 23.33, 1.1350002
3/2, 15, 2/5, 2/5, 0, 25.666, 1.1350002
3/2, 15, 2/5, 1/2, 1, 26.315, 1.1350002
3/2, 15, 2/5, 1/2, 0, 23.173, 1.1350002
3/2, 15, 2/5, 1/2, 1, 14.707, 1.1349993
3/2, 15, 2/5, 1/2, 0, 22.037, 1.1350002
3/2, 15, 2/5, 1/2, 1, 18.895, 1.1350002
3/2, 15, 2/5, 1/2, 1, 19.485, 1.1350002
3/2, 15, 2/5, 1/2, 1, 17.713, 1.085001
3/2, 15, 2/5, 1/2, 1, 18.384, 1.1349983
3/2, 15, 2/5, 1/2, 0, 24.155, 1.1350002
3/2, 15, 2/5, 1/2, 0, 19.005, 1.1350002
3/2, 15, 2/5, 1/2, 0, 24.188, 1.1350002
3/2, 15, 2/5, 1/2, 1, 32.509, 1.1350021
3/2, 15, 2/5, 1/2, 0, 22.959, 1.1350002
3/2, 15, 2/5, 1/2, 1, 21.114, 1.1350002
3/2, 15, 2/5, 1/2, 0, 24.502, 1.0849991
3/2, 15, 2/5, 1/2, 1, 16.462, 1.1350002
3/2, 15, 2/5, 1/2, 0, 18.885, 1.1350002
3/2, 15, 2/5, 1/2, 0, 27.423, 1.1350002
3/2, 15, 2/5, 1/2, 0, 24.487, 1.1350002
3/2, 15, 2/5, 1/2, 1, 20.285, 1.1350002
3/2, 15, 3/5, 0, 0, 18.535, 1.1350002
3/2, 15, 3/5, 0, 1, 20.157, 1.1350002
3/2, 15, 3/5, 0, 1, 24.88, 1.1350002
3/2, 15, 3/5, 0, 0, 22.812, 1.0849991
3/2, 15, 3/5, 0, 1, 27.72, 1.1350002
3/2, 15, 3/5, 0, 0, 18.307, 1.1350002
3/2, 15, 3/5, 0, 0, 21.136, 1.085001
3/2, 15, 3/5, 0, 0, 24.548, 1.1350002
3/2, 15, 3/5, 0, 1, 22.129, 1.085001
3/2, 15, 3/5, 0, 0, 21.905, 1.1350002
3/2, 15, 3/5, 0, 0, 18.635, 1.0849991
3/2, 15, 3/5, 0, 0, 18.344, 1.085001
3/2, 15, 3/5, 0, 0, 17.766, 1.1349983
3/2, 15, 3/5, 0, 0, 25.23, 1.085001
3/2, 15, 3/5, 0, 1, 21.732, 1.0849991
3/2, 15, 3/5, 0, 0, 32.45, 1.1349983
3/2, 15, 3/5, 0, 0, 22.897, 1.085001
3/2, 15, 3/5, 0, 0, 22.753, 1.0849991
3/2, 15, 3/5, 0, 1, 23.286, 1.1350002
3/2, 15, 3/5, 0, 1, 26.492, 1.1350002
3/2, 15, 3/5, 1/10, 1, 22.766, 1.0849991
3/2, 15, 3/5, 1/10, 0, 26.939, 1.1350002
3/2, 15, 3/5, 1/10, 0, 12.683, 1.085
3/2, 15, 3/5, 1/10, 0, 20.235, 1.1350002
3/2, 15, 3/5, 1/10, 1, 20.785, 1.1350002
3/2, 15, 3/5, 1/10, 1, 25.146, 1.1350002
3/2, 15, 3/5, 1/10, 0, 27.426, 1.1350002
3/2, 15, 3/5, 1/10, 1, 19.379, 1.1350002
3/2, 15, 3/5, 1/10, 0, 26.954, 1.1350002
3/2, 15, 3/5, 1/10, 0, 12.948, 1.1350002
3/2, 15, 3/5, 1/10, 0, 12.575, 1.1350002
3/2, 15, 3/5, 1/10, 1, 21.373, 1.1350002
3/2, 15, 3/5, 1/10, 0, 17.595, 1.1350002
3/2, 15, 3/5, 1/10, 1, 13.362, 1.0849991
3/2, 15, 3/5, 1/10, 0, 25.665, 1.1349983
3/2, 15, 3/5, 1/10, 0, 22.666, 1.0849991
3/2, 15, 3/5, 1/10, 0, 15.823, 1.1350002
3/2, 15, 3/5, 1/10, 1, 17.185, 1.1350002
3/2, 15, 3/5, 1/10, 1, 20.805, 1.0849991
3/2, 15, 3/5, 1/10, 1, 25.615, 1.1350002
3/2, 15, 3/5, 1/5, 1, 27.5, 1.1350002
3/2, 15, 3/5, 1/5, 1, 20.635, 1.1350002
3/2, 15, 3/5, 1/5, 1, 22.54, 1.1349983
3/2, 15, 3/5, 1/5, 1, 20.025, 1.1350002
3/2, 15, 3/5, 1/5, 0, 20.185, 1.1350002
3/2, 15, 3/5, 1/5, 1, 30.507, 1.1349983
3/2, 15, 3/5, 1/5, 1, 22.271, 1.1350002
3/2, 15, 3/5, 1/5, 1, 22.876, 1.085001
3/2, 15, 3/5, 1/5, 0, 22.117, 1.1350002
3/2, 15, 3/5, 1/5, 0, 21.685, 1.1350002
3/2, 15, 3/5, 1/5, 1, 17.389, 1.085001
3/2, 15, 3/5, 1/5, 1, 17.687, 1.1350002
3/2, 15, 3/5, 1/5, 1, 19.004, 1.085001
3/2, 15, 3/5, 1/5, 1, 22.425, 1.1350002
3/2, 15, 3/5, 1/5, 0, 20.775, 1.085001
3/2, 15, 3/5, 1/5, 1, 25.605, 1.1350002
3/2, 15, 3/5, 1/5, 0, 21.245, 1.1349983
3/2, 15, 3/5, 1/5, 1, 22.68, 1.1350002
3/2, 15, 3/5, 1/5, 1, 12.725, 1.085
3/2, 15, 3/5, 1/5, 1, 16.508, 1.1350002
3/2, 15, 3/5, 3/10, 0, 18.828, 1.1350002
3/2, 15, 3/5, 3/10, 1, 21.555, 1.1350002
3/2, 15, 3/5, 3/10, 0, 24.286, 1.1350002
3/2, 15, 3/5, 3/10, 1, 17.342, 1.085001
3/2, 15, 3/5, 3/10, 0, 19.619, 1.1350002
3/2, 15, 3/5, 3/10, 1, 26.541, 1.0849991
3/2, 15, 3/5, 3/10, 1, 21.413, 1.1350002
3/2, 15, 3/5, 3/10, 1, 25.409, 1.0849991
3/2, 15, 3/5, 3/10, 0, 17.635, 1.1350002
3/2, 15, 3/5, 3/10, 0, 18.642, 1.1350002
3/2, 15, 3/5, 3/10, 0, 21.557, 1.1350002
3/2, 15, 3/5, 3/10, 0, 19.234, 1.1350002
3/2, 15, 3/5, 3/10, 0, 21.269, 1.1350002
3/2, 15, 3/5, 3/10, 1, 17.296, 1.1350002
3/2, 15, 3/5, 3/10, 0, 17.751, 1.1350002
3/2, 15, 3/5, 3/10, 0, 21.943, 1.1349983
3/2, 15, 3/5, 3/10, 1, 23.609, 1.1350002
3/2, 15, 3/5, 3/10, 1, 17.98, 1.1350002
3/2, 15, 3/5, 3/10, 1, 20.723, 1.085001
3/2, 15, 3/5, 3/10, 1, 18.647, 1.085001
3/2, 15, 3/5, 2/5, 1, 21.727, 1.085001
3/2, 15, 3/5, 2/5, 1, 21.265, 1.1350002
3/2, 15, 3/5, 2/5, 0, 28.465, 1.1350002
3/2, 15, 3/5, 2/5, 1, 23.254, 1.085001
3/2, 15, 3/5, 2/5, 0, 22.497, 1.1350002
3/2, 15, 3/5, 2/5, 1, 17.413, 1.1350002
3/2, 15, 3/5, 2/5, 1, 19.975, 1.1350002
3/2, 15, 3/5, 2/5, 1, 20.761, 1.1350002
3/2, 15, 3/5, 2/5, 1, 23.972, 1.1350002
3/2, 15, 3/5, 2/5, 0, 8.71, 1.1350002
3/2, 15, 3/5, 2/5, 1, 19.672, 1.1349983
3/2, 15, 3/5, 2/5, 1, 18.925, 1.1350002
3/2, 15, 3/5, 2/5, 0, 23.802, 1.0849991
3/2, 15, 3/5, 2/5, 1, 14.965, 1.0849991
3/2, 15, 3/5, 2/5, 1, 22.782, 1.1350002
3/2, 15, 3/5, 2/5, 1, 23.984, 1.1350002
3/2, 15, 3/5, 2/5, 1, 29.249, 1.0849991
3/2, 15, 3/5, 2/5, 1, 20.875, 1.0849991
3/2, 15, 3/5, 2/5, 1, 21.18, 1.1350002
3/2, 15, 3/5, 2/5, 1, 22.718, 1.1350002
3/2, 15, 3/5, 1/2, 1, 22.827, 1.1350002
3/2, 15, 3/5, 1/2, 0, 18.04, 1.1349983
3/2, 15, 3/5, 1/2, 1, 17.144, 1.085001
3/2, 15, 3/5, 1/2, 0, 23.648, 1.1350002
3/2, 15, 3/5, 1/2, 0, 22.475, 1.1350002
3/2, 15, 3/5, 1/2, 1, 26.526, 1.1350002
3/2, 15, 3/5, 1/2, 0, 28.19, 1.0849991
3/2, 15, 3/5, 1/2, 1, 19.883, 1.1350002
3/2, 15, 3/5, 1/2, 1, 24.041, 1.1350002
3/2, 15, 3/5, 1/2, 1, 17.541, 1.1350002
3/2, 15, 3/5, 1/2, 0, 26.115, 1.1350002
3/2, 15, 3/5, 1/2, 0, 20.235, 1.1350002
3/2, 15, 3/5, 1/2, 1, 21.62, 1.1349983
3/2, 15, 3/5, 1/2, 1, 21.91, 1.085001
3/2, 15, 3/5, 1/2, 0, 21.062, 1.1350002
3/2, 15, 3/5, 1/2, 1, 24.778, 1.085001
3/2, 15, 3/5, 1/2, 0, 18.825, 1.1349983
3/2, 15, 3/5, 1/2, 1, 21.035, 1.1350002
3/2, 15, 3/5, 1/2, 0, 18.519, 1.1350002
3/2, 15, 3/5, 1/2, 0, 24.681, 1.1350002
3/2, 15, 4/5, 0, 0, 15.08, 1.1350002
3/2, 15, 4/5, 0, 0, 23.125, 1.1350002
3/2, 15, 4/5, 0, 0, 27.67, 1.0849991
3/2, 15, 4/5, 0, 0, 23.698, 1.085001
3/2, 15, 4/5, 0, 1, 21.881, 1.0849991
3/2, 15, 4/5, 0, 1, 26.626, 1.1350002
3/2, 15, 4/5, 0, 1, 22.908, 1.1349983
3/2, 15, 4/5, 0, 1, 20.757, 1.1350002
3/2, 15, 4/5, 0, 0, 19.919, 1.1350002
3/2, 15, 4/5, 0, 1, 25.962, 1.1350002
3/2, 15, 4/5, 0, 1, 19.29, 1.1349983
3/2, 15, 4/5, 0, 0, 29.966, 1.0849991
3/2, 15, 4/5, 0, 1, 24.553, 1.085001
3/2, 15, 4/5, 0, 1, 16.888, 1.1350002
3/2, 15, 4/5, 0, 1, 22.286, 1.1350002
3/2, 15, 4/5, 0, 1, 26.07, 1.1350002
3/2, 15, 4/5, 0, 1, 19.59, 1.1350002
3/2, 15, 4/5, 0, 1, 21.242, 1.1350002
3/2, 15, 4/5, 0, 1, 28.613, 1.1349983
3/2, 15, 4/5, 0, 1, 21.025, 1.085001
3/2, 15, 4/5, 1/10, 0, 23.661, 1.1350002
3/2, 15, 4/5, 1/10, 0, 22.768, 1.1350002
3/2, 15, 4/5, 1/10, 0, 24.054, 1.1349983
3/2, 15, 4/5, 1/10, 1, 21.762, 1.1350002
3/2, 15, 4/5, 1/10, 0, 18.035, 1.085001
3/2, 15, 4/5, 1/10, 1, 30.606, 1.1350002
3/2, 15, 4/5, 1/10, 1, 18.719, 1.1350002
3/2, 15, 4/5, 1/10, 0, 21.281, 1.0849991
3/2, 15, 4/5, 1/10, 0, 25.98, 1.085001
3/2, 15, 4/5, 1/10, 1, 21.376, 1.085001
3/2, 15, 4/5, 1/10, 0, 25.135, 1.0849991
3/2, 15, 4/5, 1/10, 1, 28.213, 1.085001
3/2, 15, 4/5, 1/10, 1, 17.548, 1.1350002
3/2, 15, 4/5, 1/10, 1, 25.064, 1.1350002
3/2, 15, 4/5, 1/10, 0, 19.889, 1.1350002
3/2, 15, 4/5, 1/10, 1, 18.185, 1.1350002
3/2, 15, 4/5, 1/10, 0, 18.94, 1.1350002
3/2, 15, 4/5, 1/10, 0, 22.149, 1.0849991
3/2, 15, 4/5, 1/10, 1, 11.505, 1.1350002
3/2, 15, 4/5, 1/10, 1, 19.735, 1.1350002
3/2, 15, 4/5, 1/5, 1, 21.133, 1.085001
3/2, 15, 4/5, 1/5, 0, 20.388, 1.1350002
3/2, 15, 4/5, 1/5, 0, 20.285, 1.1350002
3/2, 15, 4/5, 1/5, 1, 24.079, 1.1350002
3/2, 15, 4/5, 1/5, 0, 20.346, 1.0849991
3/2, 15, 4/5, 1/5, 1, 25.042, 1.1350002
3/2, 15, 4/5, 1/5, 0, 28.327, 1.1350002
3/2, 15, 4/5, 1/5, 0, 20.576, 1.0849991
3/2, 15, 4/5, 1/5, 0, 20.32, 1.1350002
3/2, 15, 4/5, 1/5, 1, 18.005, 1.1350002
3/2, 15, 4/5, 1/5, 0, 22.49, 1.1350002
3/2, 15, 4/5, 1/5, 1, 23.315, 1.0849991
3/2, 15, 4/5, 1/5, 1, 21.957, 1.1349983
3/2, 15, 4/5, 1/5, 0, 31.393, 1.1349983
3/2, 15, 4/5, 1/5, 0, 22.287, 1.1350002
3/2, 15, 4/5, 1/5, 1, 26.169, 1.0849991
3/2, 15, 4/5, 1/5, 1, 19.748, 1.1350002
3/2, 15, 4/5, 1/5, 1, 19.666, 1.1350002
3/2, 15, 4/5, 1/5, 0, 20.635, 1.0849991
3/2, 15, 4/5, 1/5, 0, 13.236, 1.1350002
3/2, 15, 4/5, 3/10, 0, 22.805, 1.1350002
3/2, 15, 4/5, 3/10, 0, 30.765, 1.1350021
3/2, 15, 4/5, 3/10, 0, 19.478, 1.1350002
3/2, 15, 4/5, 3/10, 0, 20.58, 1.085001
3/2, 15, 4/5, 3/10, 0, 20.91, 1.1350002
3/2, 15, 4/5, 3/10, 1, 24.562, 1.1350002
3/2, 15, 4/5, 3/10, 1, 28.65, 1.085001
3/2, 15, 4/5, 3/10, 1, 35.506, 1.1349983
3/2, 15, 4/5, 3/10, 0, 20.973, 1.1350002
3/2, 15, 4/5, 3/10, 1, 21.423, 1.1350002
3/2, 15, 4/5, 3/10, 1, 22.258, 1.1350002
3/2, 15, 4/5, 3/10, 1, 19.935, 1.1350002
3/2, 15, 4/5, 3/10, 0, 21.756, 1.0849991
3/2, 15, 4/5, 3/10, 1, 21.999, 1.1350002
3/2, 15, 4/5, 3/10, 1, 22.569, 1.1350002
3/2, 15, 4/5, 3/10, 1, 22.755, 1.1350002
3/2, 15, 4/5, 3/10, 0, 20.385, 1.1350002
3/2, 15, 4/5, 3/10, 0, 26.755, 1.1350002
3/2, 15, 4/5, 3/10, 0, 20.485, 1.1350002
3/2, 15, 4/5, 3/10, 0, 26.867, 1.1350002
3/2, 15, 4/5, 2/5, 0, 17.559, 1.0849991
3/2, 15, 4/5, 2/5, 0, 20.475, 1.1350002
3/2, 15, 4/5, 2/5, 1, 27.043, 1.1350002
3/2, 15, 4/5, 2/5, 0, 22.729, 1.1350002
3/2, 15, 4/5, 2/5, 0, 18.218, 1.1350002
3/2, 15, 4/5, 2/5, 1, 24.566, 1.1350002
3/2, 15, 4/5, 2/5, 0, 13.205, 1.1350002
3/2, 15, 4/5, 2/5, 0, 25.713, 1.085001
3/2, 15, 4/5, 2/5, 1, 20.708, 1.0849991
3/2, 15, 4/5, 2/5, 1, 20.2, 1.1349983
3/2, 15, 4/5, 2/5, 0, 18.465, 1.1350002
3/2, 15, 4/5, 2/5, 1, 19.385, 1.1350002
3/2, 15, 4/5, 2/5, 0, 27.867, 1.1350002
3/2, 15, 4/5, 2/5, 0, 13.161, 1.085
3/2, 15, 4/5, 2/5, 0, 21.428, 1.1350002
3/2, 15, 4/5, 2/5, 0, 23.317, 1.1350002
3/2, 15, 4/5, 2/5, 0, 30.645, 1.1349983
3/2, 15, 4/5, 2/5, 1, 20.475, 1.1350002
3/2, 15, 4/5, 2/5, 0, 19.285, 1.1350002
3/2, 15, 4/5, 2/5, 1, 21.188, 1.1350002
3/2, 15, 4/5, 1/2, 0, 19.448, 1.1350002
3/2, 15, 4/5, 1/2, 0, 17.265, 1.1350002
3/2, 15, 4/5, 1/2, 0, 18.584, 1.1350002
3/2, 15, 4/5, 1/2, 0, 19.585, 1.085001
3/2, 15, 4/5, 1/2, 0, 8.848, 1.085
3/2, 15, 4/5, 1/2, 1, 28.687, 1.0849991
3/2, 15, 4/5, 1/2, 0, 20.97, 1.1350002
3/2, 15, 4/5, 1/2, 0, 21.44, 1.1350002
3/2, 15, 4/5, 1/2, 1, 26.797, 1.1349983
3/2, 15, 4/5, 1/2, 0, 22.773, 1.0849991
3/2, 15, 4/5, 1/2, 1, 26.768, 1.085001
3/2, 15, 4/5, 1/2, 0, 27.342, 1.1350002
3/2, 15, 4/5, 1/2, 1, 23.625, 1.1350002
3/2, 15, 4/5, 1/2, 0, 25.776, 1.1350002
3/2, 15, 4/5, 1/2, 0, 23.526, 1.1350002
3/2, 15, 4/5, 1/2, 0, 29.235, 1.1350002
3/2, 15, 4/5, 1/2, 1, 28.678, 1.1350002
3/2, 15, 4/5, 1/2, 1, 21.379, 1.085001
3/2, 15, 4/5, 1/2, 0, 16.215, 1.1350002
3/2, 15, 4/5, 1/2, 1, 22.905, 1.1350002
3/2, 20, 0, 0, 0, 21.014, 1.1350002
3/2, 20, 0, 0, 1, 16.996, 1.1350002
3/2, 20, 0, 0, 1, 20.925, 1.1350002
3/2, 20, 0, 0, 1, 23.343, 1.1350002
3/2, 20, 0, 0, 0, 18.885, 1.0849991
3/2, 20, 0, 0, 1, 25.424, 1.1350002
3/2, 20, 0, 0, 0, 26.065, 1.1350002
3/2, 20, 0, 0, 0, 22.673, 1.1350002
3/2, 20, 0, 0, 0, 17.675, 1.1350002
3/2, 20, 0, 0, 1, 28.082, 1.1349983
3/2, 20, 0, 0, 0, 21.541, 1.1350002
3/2, 20, 0, 0, 1, 26.427, 1.1350002
3/2, 20, 0, 0, 0, 26.599, 1.1349983
3/2, 20, 0, 0, 1, 28.109, 1.1350002
3/2, 20, 0, 0, 0, 24.112, 1.1350002
3/2, 20, 0, 0, 1, 22.275, 1.1350002
3/2, 20, 0, 0, 1, 19.212, 1.1350002
3/2, 20, 0, 0, 1, 24.48, 1.1350002
3/2, 20, 0, 0, 1, 23.265, 1.1350002
3/2, 20, 0, 0, 1, 25.15, 1.085001
3/2, 20, 0, 1/10, 1, 21.491, 1.1350002
3/2, 20, 0, 1/10, 0, 19.876, 1.1350002
3/2, 20, 0, 1/10, 1, 24.24, 1.1350002
3/2, 20, 0, 1/10, 1, 24.62, 1.1349983
3/2, 20, 0, 1/10, 1, 22.285, 1.1350002
3/2, 20, 0, 1/10, 1, 25.421, 1.1350002
3/2, 20, 0, 1/10, 1, 22.643, 1.085001
3/2, 20, 0, 1/10, 1, 18.802, 1.1350002
3/2, 20, 0, 1/10, 0, 24.757, 1.1350002
3/2, 20, 0, 1/10, 0, 21.964, 1.1350002
3/2, 20, 0, 1/10, 0, 19.847, 1.0849991
3/2, 20, 0, 1/10, 1, 20.214, 1.1350002
3/2, 20, 0, 1/10, 0, 15.88, 1.1350002
3/2, 20, 0, 1/10, 0, 24.599, 1.1349983
3/2, 20, 0, 1/10, 0, 19.785, 1.1350002
3/2, 20, 0, 1/10, 0, 23.89, 1.085001
3/2, 20, 0, 1/10, 1, 23.069, 1.1350002
3/2, 20, 0, 1/10, 1, 20.745, 1.1349983
3/2, 20, 0, 1/10, 1, 20.15, 1.1350002
3/2, 20, 0, 1/10, 1, 16.348, 1.1350002
3/2, 20, 0, 1/5, 1, 23.004, 1.1350002
3/2, 20, 0, 1/5, 1, 22.984, 1.1350002
3/2, 20, 0, 1/5, 0, 23.563, 1.1350002
3/2, 20, 0, 1/5, 0, 23.545, 1.1350002
3/2, 20, 0, 1/5, 1, 23.395, 1.0849991
3/2, 20, 0, 1/5, 1, 23.888, 1.1350002
3/2, 20, 0, 1/5, 0, 23.077, 1.1350002
3/2, 20, 0, 1/5, 1, 22.129, 1.1350002
3/2, 20, 0, 1/5, 0, 19.565, 1.1350002
3/2, 20, 0, 1/5, 1, 21.467, 1.1350002
3/2, 20, 0, 1/5, 0, 22.335, 1.1350002
3/2, 20, 0, 1/5, 1, 22.471, 1.1350002
3/2, 20, 0, 1/5, 0, 24.709, 1.085001
3/2, 20, 0, 1/5, 0, 16.7, 1.1349983
3/2, 20, 0, 1/5, 0, 28.491, 1.1350002
3/2, 20, 0, 1/5, 0, 23.298, 1.0849991
3/2, 20, 0, 1/5, 0, 30.658, 1.1349983
3/2, 20, 0, 1/5, 1, 22.79, 1.1349983
3/2, 20, 0, 1/5, 0, 22.925, 1.085001
3/2, 20, 0, 1/5, 1, 18.735, 1.1350002
3/2, 20, 0, 3/10, 1, 20.525, 1.085001
3/2, 20, 0, 3/10, 1, 24.405, 1.1350002
3/2, 20, 0, 3/10, 1, 17.934, 1.0849991
3/2, 20, 0, 3/10, 1, 22.929, 1.0849991
3/2, 20, 0, 3/10, 1, 23.495, 1.1349983
3/2, 20, 0, 3/10, 0, 23.291, 1.0849991
3/2, 20, 0, 3/10, 0, 17.285, 1.085001
3/2, 20, 0, 3/10, 0, 23.585, 1.1350002
3/2, 20, 0, 3/10, 0, 14.938, 1.1350002
3/2, 20, 0, 3/10, 0, 31.261, 1.1349983
3/2, 20, 0, 3/10, 0, 27.914, 1.085001
3/2, 20, 0, 3/10, 1, 20.789, 1.1350002
3/2, 20, 0, 3/10, 1, 18.785, 1.1350002
3/2, 20, 0, 3/10, 1, 26.804, 1.1349983
3/2, 20, 0, 3/10, 1, 22.39, 1.1350002
3/2, 20, 0, 3/10, 1, 17.388, 1.1350002
3/2, 20, 0, 3/10, 0, 18.709, 1.1350002
3/2, 20, 0, 3/10, 1, 25.67, 1.1350002
3/2, 20, 0, 3/10, 0, 23.285, 1.1350002
3/2, 20, 0, 3/10, 0, 21.207, 1.1349983
3/2, 20, 0, 2/5, 0, 21.471, 1.1350002
3/2, 20, 0, 2/5, 1, 24.765, 1.1350002
3/2, 20, 0, 2/5, 0, 20.712, 1.085001
3/2, 20, 0, 2/5, 0, 13.725, 1.1349993
3/2, 20, 0, 2/5, 0, 22.275, 1.085001
3/2, 20, 0, 2/5, 1, 21.007, 1.1350002
3/2, 20, 0, 2/5, 0, 23.22, 1.1350002
3/2, 20, 0, 2/5, 0, 19.019, 1.085001
3/2, 20, 0, 2/5, 1, 21.205, 1.1350002
3/2, 20, 0, 2/5, 0, 24.436, 1.1349983
3/2, 20, 0, 2/5, 0, 22.125, 1.1350002
3/2, 20, 0, 2/5, 1, 17.505, 1.1350002
3/2, 20, 0, 2/5, 1, 21.224, 1.1349983
3/2, 20, 0, 2/5, 0, 24.441, 1.1350002
3/2, 20, 0, 2/5, 0, 23.276, 1.085001
3/2, 20, 0, 2/5, 1, 19.285, 1.1350002
3/2, 20, 0, 2/5, 0, 9.462, 1.1350002
3/2, 20, 0, 2/5, 0, 22.425, 1.085001
3/2, 20, 0, 2/5, 0, 18.921, 1.1350002
3/2, 20, 0, 2/5, 1, 20.475, 1.1350002
3/2, 20, 0, 1/2, 1, 17.375, 1.1350002
3/2, 20, 0, 1/2, 1, 22.434, 1.1350002
3/2, 20, 0, 1/2, 1, 25.971, 1.0849991
3/2, 20, 0, 1/2, 1, 18.635, 1.1350002
3/2, 20, 0, 1/2, 0, 26.62, 1.1349983
3/2, 20, 0, 1/2, 1, 20.497, 1.1350002
3/2, 20, 0, 1/2, 0, 23.036, 1.085001
3/2, 20, 0, 1/2, 0, 18.487, 1.1350002
3/2, 20, 0, 1/2, 0, 23.413, 1.1350002
3/2, 20, 0, 1/2, 1, 22.267, 1.1350002
3/2, 20, 0, 1/2, 1, 17.579, 1.1350002
3/2, 20, 0, 1/2, 0, 19.785, 1.085001
3/2, 20, 0, 1/2, 1, 22.59, 1.0849991
3/2, 20, 0, 1/2, 1, 24.4, 1.1350002
3/2, 20, 0, 1/2, 0, 21.054, 1.1349983
3/2, 20, 0, 1/2, 1, 13.42, 1.1350002
3/2, 20, 0, 1/2, 1, 20.15, 1.085001
3/2, 20, 0, 1/2, 1, 24.627, 1.1349983
3/2, 20, 0, 1/2, 1, 20.79, 1.1349983
3/2, 20, 0, 1/2, 0, 24.443, 1.1349983
3/2, 20, 1/5, 0, 0, 21.575, 1.1349983
3/2, 20, 1/5, 0, 1, 24.482, 1.1350002
3/2, 20, 1/5, 0, 0, 24.15, 1.1350002
3/2, 20, 1/5, 0, 1, 24.915, 1.0849991
3/2, 20, 1/5, 0, 1, 24.965, 1.1350002
3/2, 20, 1/5, 0, 0, 24.797, 1.1349983
3/2, 20, 1/5, 0, 1, 23.561, 1.1349983
3/2, 20, 1/5, 0, 1, 17.829, 1.1350002
3/2, 20, 1/5, 0, 0, 19.965, 1.1350002
3/2, 20, 1/5, 0, 0, 29.393, 1.1350002
3/2, 20, 1/5, 0, 1, 27.189, 1.1350002
3/2, 20, 1/5, 0, 0, 25.32, 1.1350002
3/2, 20, 1/5, 0, 1, 19.302, 1.0849991
